nama_kategori,nama_produk,tgl_transaksi,nama_cabang,nilai_jual,jumlah_unit
Sayur-Sayuran,ubi jalar 1 kg,2008-06-13 00:00:00,PHI Mini Market - Jakarta Pusat 01,148800,120
Sayur-Sayuran,wortel 1 kg,2008-06-13 00:00:00,PHI Mini Market - Jakarta Pusat 01,193450,53
Makanan & Minuman,susu kotak (800 ml),2008-06-13 00:00:00,PHI Mini Market - Jakarta Pusat 01,996060,78
Makanan & Minuman,telur ayam ras 1 kg,2008-06-13 00:00:00,PHI Mini Market - Jakarta Pusat 01,1724310,147
Makanan & Minuman,telur ayam kampung 1 kg,2008-06-13 00:00:00,PHI Mini Market - Jakarta Pusat 01,2821700,145
Makanan & Minuman,mie instant 1 kotak (40 bungkus),2008-06-13 00:00:00,PHI Mini Market - Jakarta Pusat 01,11838960,116
Makanan & Minuman,air mineral 600 ml,2008-06-13 00:00:00,PHI Mini Market - Jakarta Pusat 01,93240,74
Makanan & Minuman,jus kesehatan 600 ml,2008-06-13 00:00:00,PHI Mini Market - Jakarta Pusat 01,431040,48
Makanan & Minuman,nasi goreng instant (1 ons),2008-06-13 00:00:00,PHI Mini Market - Jakarta Pusat 01,683100,110
Makanan & Minuman,snack gurih 1 ons,2008-06-13 00:00:00,PHI Mini Market - Jakarta Pusat 01,569920,104
Makanan & Minuman,kacang goreng 1 kg,2008-06-13 00:00:00,PHI Mini Market - Jakarta Pusat 01,2040140,166
Makanan & Minuman,kacang mete 1 kg,2008-06-13 00:00:00,PHI Mini Market - Jakarta Pusat 01,3802760,52
Makanan & Minuman,markisa 600 ml,2008-06-13 00:00:00,PHI Mini Market - Jakarta Pusat 01,1492000,100
Makanan & Minuman,bumbu fried chicken,2008-06-13 00:00:00,PHI Mini Market - Jakarta Pusat 01,2036800,134
Makanan & Minuman,susu kotak 1 l,2008-06-13 00:00:00,PHI Mini Market - Jakarta Pusat 01,964440,94
Makanan & Minuman,minuman probiotik,2008-06-13 00:00:00,PHI Mini Market - Jakarta Pusat 01,85560,93
Buah,jeruk 1 kg,2008-06-13 00:00:00,PHI Mini Market - Jakarta Pusat 01,763840,62
Buah,apel 1 kg,2008-06-13 00:00:00,PHI Mini Market - Jakarta Pusat 01,563368960,9856
Buah,alpukat 1 kg,2008-06-13 00:00:00,PHI Mini Market - Jakarta Pusat 01,373470,59
Buah,belimbing 1 kg,2008-06-13 00:00:00,PHI Mini Market - Jakarta Pusat 01,295200,72
Buah,durian 1 kg,2008-06-13 00:00:00,PHI Mini Market - Jakarta Pusat 01,2002330,109
Buah,kelapa muda,2008-06-13 00:00:00,PHI Mini Market - Jakarta Pusat 01,843150,165
Buah,mangga 1 kg,2008-06-13 00:00:00,PHI Mini Market - Jakarta Pusat 01,1656240,103
Buah,Manggis 1 kg,2008-06-13 00:00:00,PHI Mini Market - Jakarta Pusat 01,2633800,130
Buah,nenas 1 kg,2008-06-13 00:00:00,PHI Mini Market - Jakarta Pusat 01,975660,161
Buah,nangka 1 kg,2008-06-13 00:00:00,PHI Mini Market - Jakarta Pusat 01,255192960,8256
Buah,pepaya 1 buah,2008-06-13 00:00:00,PHI Mini Market - Jakarta Pusat 01,482600,95
Buah,pisang 1 sisir,2008-06-13 00:00:00,PHI Mini Market - Jakarta Pusat 01,645540,106
Buah,rambutan 1 kg,2008-06-13 00:00:00,PHI Mini Market - Jakarta Pusat 01,103930,19
Buah,salak 1 kg,2008-06-13 00:00:00,PHI Mini Market - Jakarta Pusat 01,2136150,141
Buah,semangka 1 buah,2008-06-13 00:00:00,PHI Mini Market - Jakarta Pusat 01,1591520,116
Sayur-Sayuran,Bawang Merah / Onion 1kg,2008-06-13 00:00:00,PHI Mini Market - Surabaya 01,485100,42
Sayur-Sayuran,buncis 1 kg,2008-06-13 00:00:00,PHI Mini Market - Surabaya 01,729600,114
Sayur-Sayuran,kacang panjang 1 kg,2008-06-13 00:00:00,PHI Mini Market - Surabaya 01,1502200,185
Sayur-Sayuran,kacang hijau 1 kg,2008-06-13 00:00:00,PHI Mini Market - Surabaya 01,411220,58
Sayur-Sayuran,kentang 1 kg,2008-06-13 00:00:00,PHI Mini Market - Surabaya 01,37139200,4480
Sayur-Sayuran,ketimun 1 kg,2008-06-13 00:00:00,PHI Mini Market - Surabaya 01,913360,196
Sayur-Sayuran,kobis 1 kg,2008-06-13 00:00:00,PHI Mini Market - Surabaya 01,94600,86
Sayur-Sayuran,tomat 1 kg,2008-06-13 00:00:00,PHI Mini Market - Surabaya 01,853600,176
Sayur-Sayuran,ubi kayu basah 1 kg,2008-06-13 00:00:00,PHI Mini Market - Surabaya 01,127600,116
Sayur-Sayuran,ubi jalar 1 kg,2008-06-13 00:00:00,PHI Mini Market - Surabaya 01,118080,96
Sayur-Sayuran,wortel 1 kg,2008-06-13 00:00:00,PHI Mini Market - Surabaya 01,217800,60
Makanan & Minuman,susu kotak (800 ml),2008-06-13 00:00:00,PHI Mini Market - Surabaya 01,989820,78
Makanan & Minuman,telur ayam ras 1 kg,2008-06-13 00:00:00,PHI Mini Market - Surabaya 01,485030,41
Makanan & Minuman,telur ayam kampung 1 kg,2008-06-13 00:00:00,PHI Mini Market - Surabaya 01,1611960,84
Makanan & Minuman,mie instant 1 kotak (40 bungkus),2008-06-13 00:00:00,PHI Mini Market - Surabaya 01,6940080,68
Makanan & Minuman,air mineral 600 ml,2008-06-13 00:00:00,PHI Mini Market - Surabaya 01,175140,139
Makanan & Minuman,jus kesehatan 600 ml,2008-06-13 00:00:00,PHI Mini Market - Surabaya 01,1005760,112
Makanan & Minuman,nasi goreng instant (1 ons),2008-06-13 00:00:00,PHI Mini Market - Surabaya 01,925290,149
Makanan & Minuman,snack gurih 1 ons,2008-06-13 00:00:00,PHI Mini Market - Surabaya 01,969960,177
Makanan & Minuman,kacang goreng 1 kg,2008-06-13 00:00:00,PHI Mini Market - Surabaya 01,1391030,113
Makanan & Minuman,kacang mete 1 kg,2008-06-13 00:00:00,PHI Mini Market - Surabaya 01,2705810,37
Makanan & Minuman,markisa 600 ml,2008-06-13 00:00:00,PHI Mini Market - Surabaya 01,1544550,105
Makanan & Minuman,bumbu fried chicken,2008-06-13 00:00:00,PHI Mini Market - Surabaya 01,1204000,80
Makanan & Minuman,susu kotak 1 l,2008-06-13 00:00:00,PHI Mini Market - Surabaya 01,981640,97
Makanan & Minuman,minuman probiotik,2008-06-13 00:00:00,PHI Mini Market - Surabaya 01,66240,72
Buah,jeruk 1 kg,2008-06-13 00:00:00,PHI Mini Market - Surabaya 01,994660,82
Buah,apel 1 kg,2008-06-13 00:00:00,PHI Mini Market - Surabaya 01,1033809920,18304
Buah,alpukat 1 kg,2008-06-13 00:00:00,PHI Mini Market - Surabaya 01,790000,125
Buah,belimbing 1 kg,2008-06-13 00:00:00,PHI Mini Market - Surabaya 01,257300,62
Buah,durian 1 kg,2008-06-13 00:00:00,PHI Mini Market - Surabaya 01,1696480,92
Buah,kelapa muda,2008-06-13 00:00:00,PHI Mini Market - Surabaya 01,672980,133
Buah,mangga 1 kg,2008-06-13 00:00:00,PHI Mini Market - Surabaya 01,1443260,91
Buah,Manggis 1 kg,2008-06-13 00:00:00,PHI Mini Market - Surabaya 01,2329900,115
Buah,nenas 1 kg,2008-06-13 00:00:00,PHI Mini Market - Surabaya 01,620160,102
Buah,nangka 1 kg,2008-06-13 00:00:00,PHI Mini Market - Surabaya 01,87211520,2816
Buah,pepaya 1 buah,2008-06-13 00:00:00,PHI Mini Market - Surabaya 01,520200,102
Buah,pisang 1 sisir,2008-06-13 00:00:00,PHI Mini Market - Surabaya 01,667440,108
Buah,rambutan 1 kg,2008-06-13 00:00:00,PHI Mini Market - Surabaya 01,677730,123
Buah,salak 1 kg,2008-06-13 00:00:00,PHI Mini Market - Surabaya 01,1511970,101
Buah,semangka 1 buah,2008-06-13 00:00:00,PHI Mini Market - Surabaya 01,1845390,137
Sayur-Sayuran,Bawang Merah / Onion 1kg,2008-06-14 00:00:00,PHI Mini Market - Makassar 01,1314450,115
Sayur-Sayuran,buncis 1 kg,2008-06-14 00:00:00,PHI Mini Market - Makassar 01,737150,115
Sayur-Sayuran,kacang panjang 1 kg,2008-06-14 00:00:00,PHI Mini Market - Makassar 01,942420,113
Sayur-Sayuran,kacang hijau 1 kg,2008-06-14 00:00:00,PHI Mini Market - Makassar 01,529100,74
Sayur-Sayuran,kentang 1 kg,2008-06-14 00:00:00,PHI Mini Market - Makassar 01,39024640,4736
Sayur-Sayuran,ketimun 1 kg,2008-06-14 00:00:00,PHI Mini Market - Makassar 01,246980,53
Sayur-Sayuran,kobis 1 kg,2008-06-14 00:00:00,PHI Mini Market - Makassar 01,73700,67
Sayur-Sayuran,tomat 1 kg,2008-06-14 00:00:00,PHI Mini Market - Makassar 01,277590,57
Sayur-Sayuran,ubi kayu basah 1 kg,2008-06-14 00:00:00,PHI Mini Market - Makassar 01,128700,117
Sayur-Sayuran,ubi jalar 1 kg,2008-06-14 00:00:00,PHI Mini Market - Makassar 01,128260,106
Sayur-Sayuran,wortel 1 kg,2008-06-14 00:00:00,PHI Mini Market - Makassar 01,696460,194
Makanan & Minuman,susu kotak (800 ml),2008-06-14 00:00:00,PHI Mini Market - Makassar 01,1893920,152
Makanan & Minuman,telur ayam ras 1 kg,2008-06-14 00:00:00,PHI Mini Market - Makassar 01,953600,80
Makanan & Minuman,telur ayam kampung 1 kg,2008-06-14 00:00:00,PHI Mini Market - Makassar 01,2872380,147
Makanan & Minuman,mie instant 1 kotak (40 bungkus),2008-06-14 00:00:00,PHI Mini Market - Makassar 01,7913880,78
Makanan & Minuman,air mineral 600 ml,2008-06-14 00:00:00,PHI Mini Market - Makassar 01,167580,133
Makanan & Minuman,jus kesehatan 600 ml,2008-06-14 00:00:00,PHI Mini Market - Makassar 01,913920,102
Makanan & Minuman,nasi goreng instant (1 ons),2008-06-14 00:00:00,PHI Mini Market - Makassar 01,624240,102
Makanan & Minuman,snack gurih 1 ons,2008-06-14 00:00:00,PHI Mini Market - Makassar 01,280800,52
Makanan & Minuman,kacang goreng 1 kg,2008-06-14 00:00:00,PHI Mini Market - Makassar 01,1089360,89
Makanan & Minuman,kacang mete 1 kg,2008-06-14 00:00:00,PHI Mini Market - Makassar 01,12331800,170
Makanan & Minuman,markisa 600 ml,2008-06-14 00:00:00,PHI Mini Market - Makassar 01,1757630,119
Makanan & Minuman,bumbu fried chicken,2008-06-14 00:00:00,PHI Mini Market - Makassar 01,1444800,96
Makanan & Minuman,susu kotak 1 l,2008-06-14 00:00:00,PHI Mini Market - Makassar 01,411200,40
Makanan & Minuman,minuman probiotik,2008-06-14 00:00:00,PHI Mini Market - Makassar 01,73800,82
Buah,jeruk 1 kg,2008-06-14 00:00:00,PHI Mini Market - Makassar 01,1266720,104
Buah,apel 1 kg,2008-06-14 00:00:00,PHI Mini Market - Makassar 01,750264320,13312
Buah,alpukat 1 kg,2008-06-14 00:00:00,PHI Mini Market - Makassar 01,778720,124
Buah,belimbing 1 kg,2008-06-14 00:00:00,PHI Mini Market - Makassar 01,427450,103
Buah,durian 1 kg,2008-06-14 00:00:00,PHI Mini Market - Makassar 01,2063380,113
Buah,kelapa muda,2008-06-14 00:00:00,PHI Mini Market - Makassar 01,810900,159
Buah,mangga 1 kg,2008-06-14 00:00:00,PHI Mini Market - Makassar 01,2743400,172
Buah,Manggis 1 kg,2008-06-14 00:00:00,PHI Mini Market - Makassar 01,2902900,143
Buah,nenas 1 kg,2008-06-14 00:00:00,PHI Mini Market - Makassar 01,471120,78
Buah,nangka 1 kg,2008-06-14 00:00:00,PHI Mini Market - Makassar 01,416532480,13312
Buah,pepaya 1 buah,2008-06-14 00:00:00,PHI Mini Market - Makassar 01,636120,124
Buah,pisang 1 sisir,2008-06-14 00:00:00,PHI Mini Market - Makassar 01,397150,65
Buah,rambutan 1 kg,2008-06-14 00:00:00,PHI Mini Market - Makassar 01,294680,53
Buah,salak 1 kg,2008-06-14 00:00:00,PHI Mini Market - Makassar 01,1179360,78
Buah,semangka 1 buah,2008-06-14 00:00:00,PHI Mini Market - Makassar 01,1699740,126
Sayur-Sayuran,Bawang Merah / Onion 1kg,2008-06-14 00:00:00,PHI Mini Market - Jakarta Pusat 01,928240,82
Sayur-Sayuran,buncis 1 kg,2008-06-14 00:00:00,PHI Mini Market - Jakarta Pusat 01,828180,129
Sayur-Sayuran,kacang panjang 1 kg,2008-06-14 00:00:00,PHI Mini Market - Jakarta Pusat 01,913530,111
Sayur-Sayuran,kacang hijau 1 kg,2008-06-14 00:00:00,PHI Mini Market - Jakarta Pusat 01,409830,57
Sayur-Sayuran,kentang 1 kg,2008-06-14 00:00:00,PHI Mini Market - Jakarta Pusat 01,38033280,4544
Sayur-Sayuran,ketimun 1 kg,2008-06-14 00:00:00,PHI Mini Market - Jakarta Pusat 01,387040,82
Sayur-Sayuran,kobis 1 kg,2008-06-14 00:00:00,PHI Mini Market - Jakarta Pusat 01,137500,125
Sayur-Sayuran,tomat 1 kg,2008-06-14 00:00:00,PHI Mini Market - Jakarta Pusat 01,561200,115
Sayur-Sayuran,ubi kayu basah 1 kg,2008-06-14 00:00:00,PHI Mini Market - Jakarta Pusat 01,128760,116
Sayur-Sayuran,ubi jalar 1 kg,2008-06-14 00:00:00,PHI Mini Market - Jakarta Pusat 01,85400,70
Sayur-Sayuran,wortel 1 kg,2008-06-14 00:00:00,PHI Mini Market - Jakarta Pusat 01,331200,92
Makanan & Minuman,susu kotak (800 ml),2008-06-14 00:00:00,PHI Mini Market - Jakarta Pusat 01,1065960,84
Makanan & Minuman,telur ayam ras 1 kg,2008-06-14 00:00:00,PHI Mini Market - Jakarta Pusat 01,1091090,91
Makanan & Minuman,telur ayam kampung 1 kg,2008-06-14 00:00:00,PHI Mini Market - Jakarta Pusat 01,2204760,114
Makanan & Minuman,mie instant 1 kotak (40 bungkus),2008-06-14 00:00:00,PHI Mini Market - Jakarta Pusat 01,11105550,111
Makanan & Minuman,air mineral 600 ml,2008-06-14 00:00:00,PHI Mini Market - Jakarta Pusat 01,90520,73
Makanan & Minuman,jus kesehatan 600 ml,2008-06-14 00:00:00,PHI Mini Market - Jakarta Pusat 01,1592800,176
Makanan & Minuman,nasi goreng instant (1 ons),2008-06-14 00:00:00,PHI Mini Market - Jakarta Pusat 01,688800,112
Makanan & Minuman,snack gurih 1 ons,2008-06-14 00:00:00,PHI Mini Market - Jakarta Pusat 01,409640,76
Makanan & Minuman,kacang goreng 1 kg,2008-06-14 00:00:00,PHI Mini Market - Jakarta Pusat 01,2460240,201
Makanan & Minuman,kacang mete 1 kg,2008-06-14 00:00:00,PHI Mini Market - Jakarta Pusat 01,9067500,125
Makanan & Minuman,markisa 600 ml,2008-06-14 00:00:00,PHI Mini Market - Jakarta Pusat 01,1391200,94
Makanan & Minuman,bumbu fried chicken,2008-06-14 00:00:00,PHI Mini Market - Jakarta Pusat 01,1761800,115
Makanan & Minuman,susu kotak 1 l,2008-06-14 00:00:00,PHI Mini Market - Jakarta Pusat 01,1169640,114
Makanan & Minuman,minuman probiotik,2008-06-14 00:00:00,PHI Mini Market - Jakarta Pusat 01,86400,96
Buah,jeruk 1 kg,2008-06-14 00:00:00,PHI Mini Market - Jakarta Pusat 01,1345300,110
Buah,apel 1 kg,2008-06-14 00:00:00,PHI Mini Market - Jakarta Pusat 01,525317120,9472
Buah,alpukat 1 kg,2008-06-14 00:00:00,PHI Mini Market - Jakarta Pusat 01,911520,144
Buah,belimbing 1 kg,2008-06-14 00:00:00,PHI Mini Market - Jakarta Pusat 01,335380,82
Buah,durian 1 kg,2008-06-14 00:00:00,PHI Mini Market - Jakarta Pusat 01,823500,45
Buah,kelapa muda,2008-06-14 00:00:00,PHI Mini Market - Jakarta Pusat 01,223520,44
Buah,mangga 1 kg,2008-06-14 00:00:00,PHI Mini Market - Jakarta Pusat 01,1997500,125
Buah,Manggis 1 kg,2008-06-14 00:00:00,PHI Mini Market - Jakarta Pusat 01,1941120,96
Buah,nenas 1 kg,2008-06-14 00:00:00,PHI Mini Market - Jakarta Pusat 01,470470,77
Buah,nangka 1 kg,2008-06-14 00:00:00,PHI Mini Market - Jakarta Pusat 01,170844160,5504
Buah,pepaya 1 buah,2008-06-14 00:00:00,PHI Mini Market - Jakarta Pusat 01,287280,56
Buah,pisang 1 sisir,2008-06-14 00:00:00,PHI Mini Market - Jakarta Pusat 01,592670,97
Buah,rambutan 1 kg,2008-06-14 00:00:00,PHI Mini Market - Jakarta Pusat 01,487520,88
Buah,salak 1 kg,2008-06-14 00:00:00,PHI Mini Market - Jakarta Pusat 01,1747620,114
Buah,semangka 1 buah,2008-06-14 00:00:00,PHI Mini Market - Jakarta Pusat 01,2158400,160
Sayur-Sayuran,Bawang Merah / Onion 1kg,2008-06-14 00:00:00,PHI Mini Market - Surabaya 01,1623060,142
Sayur-Sayuran,buncis 1 kg,2008-06-14 00:00:00,PHI Mini Market - Surabaya 01,965200,152
Sayur-Sayuran,kacang panjang 1 kg,2008-06-14 00:00:00,PHI Mini Market - Surabaya 01,1074570,129
Sayur-Sayuran,kacang hijau 1 kg,2008-06-14 00:00:00,PHI Mini Market - Surabaya 01,780840,108
Sayur-Sayuran,kentang 1 kg,2008-06-14 00:00:00,PHI Mini Market - Surabaya 01,63210240,7552
Sayur-Sayuran,ketimun 1 kg,2008-06-14 00:00:00,PHI Mini Market - Surabaya 01,329700,70
Sayur-Sayuran,kobis 1 kg,2008-06-14 00:00:00,PHI Mini Market - Surabaya 01,83930,77
Sayur-Sayuran,tomat 1 kg,2008-06-14 00:00:00,PHI Mini Market - Surabaya 01,660960,136
Sayur-Sayuran,ubi kayu basah 1 kg,2008-06-14 00:00:00,PHI Mini Market - Surabaya 01,146720,131
Sayur-Sayuran,ubi jalar 1 kg,2008-06-14 00:00:00,PHI Mini Market - Surabaya 01,130680,108
Sayur-Sayuran,wortel 1 kg,2008-06-14 00:00:00,PHI Mini Market - Surabaya 01,258440,71
Makanan & Minuman,susu kotak (800 ml),2008-06-14 00:00:00,PHI Mini Market - Surabaya 01,1657920,132
Makanan & Minuman,telur ayam ras 1 kg,2008-06-14 00:00:00,PHI Mini Market - Surabaya 01,1116930,93
Makanan & Minuman,telur ayam kampung 1 kg,2008-06-14 00:00:00,PHI Mini Market - Surabaya 01,2925000,150
Makanan & Minuman,mie instant 1 kotak (40 bungkus),2008-06-14 00:00:00,PHI Mini Market - Surabaya 01,8742760,86
Makanan & Minuman,air mineral 600 ml,2008-06-14 00:00:00,PHI Mini Market - Surabaya 01,88200,70
Makanan & Minuman,jus kesehatan 600 ml,2008-06-14 00:00:00,PHI Mini Market - Surabaya 01,1291950,145
Makanan & Minuman,nasi goreng instant (1 ons),2008-06-14 00:00:00,PHI Mini Market - Surabaya 01,793860,131
Makanan & Minuman,snack gurih 1 ons,2008-06-14 00:00:00,PHI Mini Market - Surabaya 01,468700,86
Makanan & Minuman,kacang goreng 1 kg,2008-06-14 00:00:00,PHI Mini Market - Surabaya 01,1592960,131
Makanan & Minuman,kacang mete 1 kg,2008-06-14 00:00:00,PHI Mini Market - Surabaya 01,4874760,66
Makanan & Minuman,markisa 600 ml,2008-06-14 00:00:00,PHI Mini Market - Surabaya 01,1684750,115
Makanan & Minuman,bumbu fried chicken,2008-06-14 00:00:00,PHI Mini Market - Surabaya 01,1823080,119
Makanan & Minuman,susu kotak 1 l,2008-06-14 00:00:00,PHI Mini Market - Surabaya 01,421480,41
Makanan & Minuman,minuman probiotik,2008-06-14 00:00:00,PHI Mini Market - Surabaya 01,81880,92
Buah,jeruk 1 kg,2008-06-14 00:00:00,PHI Mini Market - Surabaya 01,1617000,132
Buah,apel 1 kg,2008-06-14 00:00:00,PHI Mini Market - Surabaya 01,926818560,16512
Buah,alpukat 1 kg,2008-06-14 00:00:00,PHI Mini Market - Surabaya 01,442400,70
Buah,belimbing 1 kg,2008-06-14 00:00:00,PHI Mini Market - Surabaya 01,282200,68
Buah,durian 1 kg,2008-06-14 00:00:00,PHI Mini Market - Surabaya 01,2590170,141
Buah,kelapa muda,2008-06-14 00:00:00,PHI Mini Market - Surabaya 01,575170,113
Buah,mangga 1 kg,2008-06-14 00:00:00,PHI Mini Market - Surabaya 01,1247410,79
Buah,Manggis 1 kg,2008-06-14 00:00:00,PHI Mini Market - Surabaya 01,2572800,128
Buah,nenas 1 kg,2008-06-14 00:00:00,PHI Mini Market - Surabaya 01,572850,95
Buah,nangka 1 kg,2008-06-14 00:00:00,PHI Mini Market - Surabaya 01,190709760,6144
Buah,pepaya 1 buah,2008-06-14 00:00:00,PHI Mini Market - Surabaya 01,329600,64
Buah,pisang 1 sisir,2008-06-14 00:00:00,PHI Mini Market - Surabaya 01,621150,101
Buah,rambutan 1 kg,2008-06-14 00:00:00,PHI Mini Market - Surabaya 01,298620,54
Buah,salak 1 kg,2008-06-14 00:00:00,PHI Mini Market - Surabaya 01,1874520,123
Buah,semangka 1 buah,2008-06-14 00:00:00,PHI Mini Market - Surabaya 01,944300,70
Sayur-Sayuran,Bawang Merah / Onion 1kg,2008-06-15 00:00:00,PHI Mini Market - Makassar 01,1726910,149
Sayur-Sayuran,buncis 1 kg,2008-06-15 00:00:00,PHI Mini Market - Makassar 01,694100,110
Sayur-Sayuran,kacang panjang 1 kg,2008-06-15 00:00:00,PHI Mini Market - Makassar 01,822140,101
Sayur-Sayuran,kacang hijau 1 kg,2008-06-15 00:00:00,PHI Mini Market - Makassar 01,698740,98
Sayur-Sayuran,kentang 1 kg,2008-06-15 00:00:00,PHI Mini Market - Makassar 01,31793920,3776
Sayur-Sayuran,ketimun 1 kg,2008-06-15 00:00:00,PHI Mini Market - Makassar 01,462560,98
Sayur-Sayuran,kobis 1 kg,2008-06-15 00:00:00,PHI Mini Market - Makassar 01,122100,110
Sayur-Sayuran,tomat 1 kg,2008-06-15 00:00:00,PHI Mini Market - Makassar 01,550850,115
Sayur-Sayuran,ubi kayu basah 1 kg,2008-06-15 00:00:00,PHI Mini Market - Makassar 01,67710,61
Sayur-Sayuran,ubi jalar 1 kg,2008-06-15 00:00:00,PHI Mini Market - Makassar 01,112240,92
Sayur-Sayuran,wortel 1 kg,2008-06-15 00:00:00,PHI Mini Market - Makassar 01,272250,75
Makanan & Minuman,susu kotak (800 ml),2008-06-15 00:00:00,PHI Mini Market - Makassar 01,1776600,140
Makanan & Minuman,telur ayam ras 1 kg,2008-06-15 00:00:00,PHI Mini Market - Makassar 01,1504440,126
Makanan & Minuman,telur ayam kampung 1 kg,2008-06-15 00:00:00,PHI Mini Market - Makassar 01,2878260,147
Makanan & Minuman,mie instant 1 kotak (40 bungkus),2008-06-15 00:00:00,PHI Mini Market - Makassar 01,15483000,156
Makanan & Minuman,air mineral 600 ml,2008-06-15 00:00:00,PHI Mini Market - Makassar 01,44100,35
Makanan & Minuman,jus kesehatan 600 ml,2008-06-15 00:00:00,PHI Mini Market - Makassar 01,1302100,145
Makanan & Minuman,nasi goreng instant (1 ons),2008-06-15 00:00:00,PHI Mini Market - Makassar 01,556920,91
Makanan & Minuman,snack gurih 1 ons,2008-06-15 00:00:00,PHI Mini Market - Makassar 01,491400,90
Makanan & Minuman,kacang goreng 1 kg,2008-06-15 00:00:00,PHI Mini Market - Makassar 01,1397800,116
Makanan & Minuman,kacang mete 1 kg,2008-06-15 00:00:00,PHI Mini Market - Makassar 01,10120190,137
Makanan & Minuman,markisa 600 ml,2008-06-15 00:00:00,PHI Mini Market - Makassar 01,1972390,133
Makanan & Minuman,bumbu fried chicken,2008-06-15 00:00:00,PHI Mini Market - Makassar 01,722400,48
Makanan & Minuman,susu kotak 1 l,2008-06-15 00:00:00,PHI Mini Market - Makassar 01,987460,97
Makanan & Minuman,minuman probiotik,2008-06-15 00:00:00,PHI Mini Market - Makassar 01,57600,64
Buah,jeruk 1 kg,2008-06-15 00:00:00,PHI Mini Market - Makassar 01,1309100,106
Buah,apel 1 kg,2008-06-15 00:00:00,PHI Mini Market - Makassar 01,728524800,13056
Buah,alpukat 1 kg,2008-06-15 00:00:00,PHI Mini Market - Makassar 01,443100,70
Buah,belimbing 1 kg,2008-06-15 00:00:00,PHI Mini Market - Makassar 01,180840,44
Buah,durian 1 kg,2008-06-15 00:00:00,PHI Mini Market - Makassar 01,1415700,78
Buah,kelapa muda,2008-06-15 00:00:00,PHI Mini Market - Makassar 01,399740,79
Buah,mangga 1 kg,2008-06-15 00:00:00,PHI Mini Market - Makassar 01,2054400,128
Buah,Manggis 1 kg,2008-06-15 00:00:00,PHI Mini Market - Makassar 01,2167820,107
Buah,nenas 1 kg,2008-06-15 00:00:00,PHI Mini Market - Makassar 01,609840,99
Buah,nangka 1 kg,2008-06-15 00:00:00,PHI Mini Market - Makassar 01,143272320,4544
Buah,pepaya 1 buah,2008-06-15 00:00:00,PHI Mini Market - Makassar 01,669240,132
Buah,pisang 1 sisir,2008-06-15 00:00:00,PHI Mini Market - Makassar 01,397150,65
Buah,rambutan 1 kg,2008-06-15 00:00:00,PHI Mini Market - Makassar 01,583800,105
Buah,salak 1 kg,2008-06-15 00:00:00,PHI Mini Market - Makassar 01,660000,44
Buah,semangka 1 buah,2008-06-15 00:00:00,PHI Mini Market - Makassar 01,1406580,102
Sayur-Sayuran,Bawang Merah / Onion 1kg,2008-06-15 00:00:00,PHI Mini Market - Jakarta Pusat 01,445770,39
Sayur-Sayuran,buncis 1 kg,2008-06-15 00:00:00,PHI Mini Market - Jakarta Pusat 01,475500,75
Sayur-Sayuran,kacang panjang 1 kg,2008-06-15 00:00:00,PHI Mini Market - Jakarta Pusat 01,654400,80
Sayur-Sayuran,kacang hijau 1 kg,2008-06-15 00:00:00,PHI Mini Market - Jakarta Pusat 01,1139200,160
Sayur-Sayuran,kentang 1 kg,2008-06-15 00:00:00,PHI Mini Market - Jakarta Pusat 01,54581760,6592
Sayur-Sayuran,ketimun 1 kg,2008-06-15 00:00:00,PHI Mini Market - Jakarta Pusat 01,350250,75
Sayur-Sayuran,kobis 1 kg,2008-06-15 00:00:00,PHI Mini Market - Jakarta Pusat 01,154000,140
Sayur-Sayuran,tomat 1 kg,2008-06-15 00:00:00,PHI Mini Market - Jakarta Pusat 01,848320,176
Sayur-Sayuran,ubi kayu basah 1 kg,2008-06-15 00:00:00,PHI Mini Market - Jakarta Pusat 01,138990,123
Sayur-Sayuran,ubi jalar 1 kg,2008-06-15 00:00:00,PHI Mini Market - Jakarta Pusat 01,207870,169
Sayur-Sayuran,wortel 1 kg,2008-06-15 00:00:00,PHI Mini Market - Jakarta Pusat 01,579600,161
Makanan & Minuman,susu kotak (800 ml),2008-06-15 00:00:00,PHI Mini Market - Jakarta Pusat 01,893200,70
Makanan & Minuman,telur ayam ras 1 kg,2008-06-15 00:00:00,PHI Mini Market - Jakarta Pusat 01,1478080,124
Makanan & Minuman,telur ayam kampung 1 kg,2008-06-15 00:00:00,PHI Mini Market - Jakarta Pusat 01,2177820,111
Makanan & Minuman,mie instant 1 kotak (40 bungkus),2008-06-15 00:00:00,PHI Mini Market - Jakarta Pusat 01,15298800,152
Makanan & Minuman,air mineral 600 ml,2008-06-15 00:00:00,PHI Mini Market - Jakarta Pusat 01,83750,67
Makanan & Minuman,jus kesehatan 600 ml,2008-06-15 00:00:00,PHI Mini Market - Jakarta Pusat 01,1357500,150
Makanan & Minuman,nasi goreng instant (1 ons),2008-06-15 00:00:00,PHI Mini Market - Jakarta Pusat 01,451870,73
Makanan & Minuman,snack gurih 1 ons,2008-06-15 00:00:00,PHI Mini Market - Jakarta Pusat 01,585360,108
Makanan & Minuman,kacang goreng 1 kg,2008-06-15 00:00:00,PHI Mini Market - Jakarta Pusat 01,1424260,118
